index,company_name,job_title,job_location,job_employment_type,job_seniority,job_experience_level,job_industry,job_salary_range,job_salary_frequency,job_post_start_date,job_post_close_date_list,job_description,original_job_title
82,HELIUS TECHNOLOGIES PTE. LTD.,Project Support Engineer,"CITY HOUSE, 36 ROBINSON ROAD 068877",Full Time,Senior Executive,,Information Technology,"$4,000to$4,800",Monthly,0 application,Closing on 06 Apr 2024,"Project Support Engineer
Job Requirement:
5 years of experience in Excel and Excel Macro
Works closely with the Project Lead to Create New Estimation Model, Modifies/Enhances existing Estimation Models.
Liaise with stakeholders to understand and identify business requirements.
Conduct in-depth analysis of the business requirements specifications and feasibility studies on possible solutions using Excel / Excel Macro
Develop / modify the Estimation Models
Conduct User Acceptance Test (UAT) with the stakeholders, Fix bugs detected from the UAT
Work with the Project Lead to develop the documentation.
Provides technical go live support.
Thanks, and Best Regards
Karanam Vijaya Kiran
(EA Registration no: R1443178)
Recruitment Manager
Hand Phone: +65 92333815
Helius Technologies Pte Ltd (EA Licence No: 11C3373)",support engineer
83,LANDI INTERNATIONAL (SINGAPORE) PTE. LTD.,Technical Support Engineer,Islandwide,"Permanent, Full Time",Senior Executive,3 years exp,Information Technology,"$5,000to$8,000",Monthly,42 applications,Closing on 08 Apr 2024,"About the company
LANDI: Pioneers in Payment and Merchant Solutions
LANDI has been a trusted name in payment and merchant solutions for 18 years, supported by a dedicated team of over 500 employees. Each year, we proudly distribute 8 million POS devices globally.
Our product range includes versatile POS devices, Electronic Cash Registers, and software solutions, all designed to simplify payment processing, sales tracking, inventory management and data capture for businesses.
As a reliable technology partner, our commitment is to provide superior quality products and services to our clients. Innovation lies at the heart of LANDI's operations, driving us to constantly evolve and shape the ""future of commerce"".

Role and responsibilities
As Technical Support Engineer, you will provide technical support to LANDI customers in the APAC region, mainly by answering to JIRA tickets. Depending on the customer type (ISV, distributor, acquirer mainly) and priority, you will:
• Be assigned to JIRA tickets from customers when troubleshooting
• Be able to identify a HW or SW issue and route accordingly
• Be able to perform analysis, reproduce problems and escalate according to LANDI’s processes
• Make sure that the ticket is resolved according to the Service Level Agreement in place between LANDI and its customer
• Populate the internal LANDI’s knowledge base and FAQ so your experience serves all LANDI’s customers worldwide

You are autonomous, accountable, professional and able to do transversal management among various regions. You are curious and like digging into technical issues.
You are experienced in IT and computer science and able to write/debug code on Linux and Android devices.
Ideally you have an experience in payment industry (EMV, Nexo) and security (symmetric and asymmetric cryptography, PKI, encryption, signature).
You have prior experience in Linux and Android development.
You are motivated to join a new team and able to propose improvements and take initiatives in a fresh new international environment.
You may be required to travel in some countries of your region to visit customers.

Experiences & Training
Engineering school graduate in IT / computer science.
Strong technical skills in software development and QA with Linux and Android devices.
Experience in Atlassian products (JIRA/Confluence) and ITSM rules is a plus.
Benefits
Competitive salary and performance-based bonuses.
Opportunities for career advancement and professional development.
Work with a passionate and talented team dedicated to success.",support engineer
84,TALENT TRADER GROUP PTE. LTD.,Technical Support Engineer - Refrigeration,Islandwide,"Permanent, Full Time",Executive,2 years exp,Repair and Maintenance,"$3,200to$4,500",Monthly,0 application,Closing on 19 Apr 2024,"Responsibilities:
Provide technical support and troubleshooting assistance to customers regarding refrigeration systems and equipment.
Diagnose and resolve technical issues on-site visits.
Collaborate with cross-functional teams to identify and implement solutions to customer problems.
Provide training and guidance to customers on the operation and maintenance of refrigeration systems.
Create and maintain documentation, including troubleshooting guides and technical manuals.
Participate in product testing and evaluation to provide feedback for product improvement.
Assist in the development and implementation of new products and features.
Ensure customer satisfaction and provide excellent customer service.
Requirements:
Bachelor's degree in Mechanical Engineering or related field.
Prior experience in technical support or field service role within the refrigeration industry.
Strong knowledge of refrigeration systems and equipment.
Excellent communication and problem-solving skills.
Ability to work independently and as part of a team.
Willingness to travel as required.

Interested candidates who wish to apply for the advertised position, please click on the APPLY button below to send in your resume or send to julie@talenttradersg.com

EA License No: 13C6305
Reg. No.: R1981808

For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.",support engineer
85,ADVANCED E-SOLUTIONS PTE. LTD.,SharePoint Support Engineer,"PLUS, 20 CECIL STREET 049705",Full Time,Non-executive,10 years exp,"Banking and Finance, Information Technology, Professional Services","$7,000to$8,000",Monthly,7 applications,Closing on 03 Apr 2024,"SharePoint Skills
Server maintenance (preferably Windows Server) Windows PowerShell Information security

Job Description:
The support specialist will be a techno functional support team member for the Consumer Banking Services cluster under IT BAU team. He/she is responsible for ensuring system availability and timely deliverables for applications like SharePoint, EA Tools, and OCR. The support specialist, as the
analyst expert within the IT team, will be the support staff who needs to closely co-ordinate and work with various team like Tech Infra, application services, solutioning, project and business units in the bank. He/she follows up to resolve issues reported by users and performs impact analysis related
projects/enhancements that will impact the Consumer Banking Services applications.

Roles/Responsibilities
1. Responsible to provide BAU support for Consumer Banking Services
systems such as SharePoint, EA Tool and OCR systems in bank.
2. Responsible to provide operational support and ensure SLI of system
availability, online and batch deliverables.
3. Support diverse jurisdictions comprising of SG, MY and BOS
4. Fine tune applications and systems for high performance and higher
volume throughput
5. Planning and configuring SharePoint environments.
6. Administering and maintaining SharePoint sites.
7. Providing user support
8. Contribute to business requirement review for technical
implementation as a subject matter expert for IT to ensure SDLC
standards are met.
9. Conduct review of technical and functional solutions from
enhancement/project team to ensure they conform to IT standards.
10. Respond on time to the queries raised by various business units.
11. Provide timely updates regarding production status and progress of
issue resolution.
12. Perform impact analysis of enhancements/projects that will impact
supported systems.
13. Participate in Disaster Recovery and Business Continuity exercises.
14. Provide on-call support and afterhours/weekend support as
needed, covering application support and application change deployment.
15. Have a quality mind-set with prevention attitude to attain zero
defects.
16. Developing business intelligence and analytics solutions (SSRS)
17. generation and work on related issues.
18. Able to support SIT/UAT/PROD/DR deployment, with DevOps.
19. Able to support relevant software/platform/database upgrade for
the systems.
20. Able to work with system delivery team for smooth transition from
projects/enhancements to BAU Mode.
21. Able to perform monitoring of systems, manage batch jobs and
ensure night batch jobs completed within SLA.",support engineer
86,AMBITION GROUP SINGAPORE PTE. LTD.,#NEW# AV IT Support Specialist - 12 month Contract,Islandwide,"Contract, Full Time",Professional,1 year exp,Information Technology,"$3,500to$5,500",Monthly,1 application,Closing on 21 Apr 2024,"#NEW# AV IT Support Specialist- 12 month Contract - Long Term

Our client, a dynamic and innovative medium-sized financial services firm, is currently seeking a skilled Network IT AV Support Engineer to join their team. This role involves providing comprehensive support for all company business events as part of the AV end-user support team. Reporting directly to the Director of Corporate IT Technology in Asia Pacific, the position falls within the Corporate IT End User Technology – Productivity and Enterprise Communication team. Based in Singapore, the candidate will play a crucial role in supporting customer experience solutions utilizing the latest technologies, including Digital Signage, Meeting Room Solutions, Video Conferencing, Streaming, and Live Event Support. Collaboration with Facilities teams to ensure seamless support is also a key responsibility. Moreover, the candidate must be available to provide support to the regional leadership team during important conferences, ensuring smooth operations and exceptional user experiences.

Responsibilities:
Provide second-level support for Meeting Room solutions, Microsoft Teams, ZOOM, WEbex , Digital Signage, Cisco VCS Systems, and other related technologies.
Offer technical consultancy to end users to ensure prompt problem resolution.
Communicate effectively with departments and promptly notify relevant parties of any issues affecting operations, such as outages or service disruptions.
Demonstrate creativity and innovative problem-solving skills.
Possess knowledge of network topologies, protocols, cabling, and troubleshooting techniques.
Proficient in Teams and Unified Communications.
Communicate effectively with internal and external customers.
Ability to multitask, work with minimal supervision, and self-motivated.
Maintain a positive attitude and collaborate effectively in a team environment.
Gather appropriate details from customers during interactions.
Provide professional and service-driven assistance to internal customers.
Collaborate with team members to achieve collective goals and objectives.
Perform additional duties as required.
Skills needed :
Minimum 3 years of experience in Voice and Video and AV technologies,
Strong understanding of live virtual event workflows.
Demonstrated proficiency in planning, organization, and problem-solving, with a strong process orientation.
Excellent analytical, interpersonal, facilitation, and leadership skills, coupled with effective oral and written communication abilities.
Competence in Microsoft Teams & Event hosting, Cisco video endpoints, and preferred experience with AV technologies and web streaming solutions such as Vbrick.
Familiarity with MS Teams configurations. ZOOM, Webex is big bonus
Understanding of AV equipment, signal flows, architecture, and live system setups for broadcasts.
Knowledge of streaming media workflows, CDN connectivity, and media distribution for both live and on-demand content within enterprise networks and externally.
Proven ability to systematically troubleshoot problems in complex voice and video environments.
If you have any questions, please feel free to contact co.co@ambition.com.sg for more information.
Business Registration Number : 200611680D | Licence Number : 10C5117 | EA Registration Number : R1768258",support engineer
87,RAPSYS TECHNOLOGIES PTE. LTD.,Desktop Support Engineer,"FORTUNE CENTRE, 190 MIDDLE ROAD 188979","Contract, Full Time",Junior Executive,1 year exp,Information Technology,"$1,500to$3,000",Monthly,53 applications,Closing on 17 Apr 2024,"Role:Desktop Support Engineer
Job description
Install,upgrade, support and troubleshoot Windows 7 ,Windows 8.1, Windows 10 and Microsoft Office
Dealing with hardware and application support queries and issues reported to the support desk and escalated to the Desktop Support Engineers
Provide user data and application recovery
Use diagnostic tools to troubleshoot problems associated with network connectivity, and workstation hardware/software
Use tools and methodologies to load, copy and customize operating system configurations for deployment
Responsible for tracking hardware and software inventory
Familiarize end users on basic software, hardware and peripheral device operation
Take ownership and responsibility of queries, issues and problems assigned to the Desktop Support Engineers
Works with vendor support contacts to resolve technical issues within the desktop environment
Escalate issues and involve experts wherever required in order to resolve issues as quickly as possible and any other authorised desktop applications & Microsoft or related security patches/Policies
Install,upgrade, support and troubleshoot for printers, computer hardware and any other authorised peripheral equipment
Performs general preventative maintenance tasks on computers, laptops, printers and any other authorised peripheral equipment
Performs remedial repairs on computers, laptops, printers and any other authorised peripheral equipment
Customize desktop hardware to meet user specifications and site standards
Provide VIP support
Resolve and update incidents with in SLA and also update stakeholders for P1 cases
Update KB with solution provided",support engineer
88,RB ENGINEERING & CONSTRUCTION PTE. LTD.,Construction Project Engineer,Islandwide,Full Time,Junior Executive,5 years exp,"Building and Construction, Engineering","$3,000to$4,500",Monthly,0 application,Closing on 04 Apr 2024,"Duties and responsibilities:
Planning and organizing construction projects, including developing project timelines, budgets, and resource plans.
Ensuring that all construction work is carried out in compliance with building codes, safety regulations, and other legal requirements.
Managing project teams, including architects, contractors, and other stakeholders, to ensure that projects are completed on time and within budget.
Monitoring project progress and making adjustments as necessary to ensure that projects are completed on time and within budget.
Collaborating with architects and other stakeholders to develop project plans and specifications.
Developing and implementing quality control procedures to ensure that construction work meets the required quality standards.
Providing technical guidance and support to project teams, including architects, contractors, and other stakeholders.
Maintaining accurate project records and documentation.
Develop and manage project schedules, budgets, and resources
Coordinate with architects, engineers, and contractors to ensure project success
Review and approve project plans, specifications, and contracts
Ensure compliance with building codes, safety regulations, and environmental requirements
Monitor project progress and make adjustments as necessary
Communicate project status to stakeholders and senior management
Manage project risks and identify opportunities for improvement
Provide technical support to project team members
Ensure quality control and quality assurance for all project deliverables
Lead project meetings and facilitate communication among team members
Assist in the development of cost estimates
Assist the project team with site safety documentation and coordination
Assist the project team with closeout of the project
Assist project accountant with monthly subcontractor billings and pay applications
Assist project manager with assigned tasks
Prepare, check/review, approve conceptual studies, designs and detailed project drawings, proposals, design criteria & specifications, project budget and schedules
Prepare quantity take-offs, cost estimates and staffing forecast for all phases of project and manage change orders
Deliver project adhering to quality norms, timescale and budget
Supervise, guide and mentor the project team and provide input for their performance evaluation
Support creation of a work environment that fosters openness, trust, communication, teamwork, empowerment, innovation, and satisfaction
Provide technical leadership and invest in developing capabilities of the team members
In-depth knowledge of road alignment, geometric design, junctions, roundabouts and interchanges and flexible/ rigid pavement design
Exposure to traffic engineering will be an added advantage
Prepares or assists in preparation of conceptual studies, designs, reports or proposals, design criteria, specifications, budget and schedules for projects of varying complexity
Perform the finite element modeling and structural analysis of various steel and concrete structures
Establish, track, and monitor material key quantities
Develop and update job execution plans
Develop and build external relations with client representatives, vendors, and subcontractors and interface closely with other discipline functions promoting Client Service Excellence
Review and approve vendor lists, prepare quotation requests/bid tabulations/purchase orders and review substitutions for technical acceptability
Establish and lead the squad check effort for vendor equipment documentation for assigned equipment
Support proposal and estimate activities
Execute project work in accordance with approved Activity Plans
Engage Fluor’s global community, promoting a OneFluor mindset
Monitor and support work performed by Fluor offices or other designated entities performing Distributed Execution Engineering
Direct and oversee audits
Create system and equipment designs that meet our customer contractual requirements and location specific codes and standards including, but not limited to ASME/ANSI, IBC, UBC, CSA, European Union Directives
Adhere to industry codes and standards department practices and procedures
Provide Engineering input to drafting team members to support creation of design drawings, bills of material (“BOM”s) and other design documentation
Review and approve completed design drawings and BOMs prior to issuance
Lead internal and supplier design reviews
Apply lean 6-sigma tools and methods to achieve cost effective, balanced designs
Perform mechanical, structural, or civil analysis as necessary to support new designs or improvements to existing designs
Drive effective solutions for emergent issues, with appropriate sense of urgency
Ensure timely completion of engineering activities within schedule objectives that meet internal and customer needs
Create new designs that meet safety, reliability, performance, maintainability, and cost objectives
Provide engineering inputs and solutions during all phases of design development and project implementation
Provide ad-hoc expertise during project execution to mitigate risks and generate opportunities
Initiate and or participate to Interface, co- engineering Meetings, design freeze sessions with other Team Members
Control and monitor design changes and design budget deviation
Report to Program Element Description (PED) and Civil Works (CW) Project Management (PM) during the course of the project
Preparing cost estimates, permit applications, plans and specifications, feasibility studies, and other technical reports
Managing field teams that are overseeing the collection of field samples (soil, groundwater, soil vapor, air), remediation pilot testing, construction oversight, and operation and maintenance of remediation equipment
Be focused on ensuring designs are delivered in compliance with client specifications and to the agreed programme and budget.
Execution of engineering & design works within budget and schedule
Working as Client Representative within a multi-disciplinary team, for supervision of the construction works which are being carried out under lump sum contracts
Lead and manage technical design processes on multi-disciplinary projects
Plan, monitor and supervise work of other engineers
Prepare technical reports, tender documents, bill of quantities, evaluate technical bids & reviews vendor/third party documents
Participate in Client and Contractor facing technical and progress meetings
Coordinate with the Client and Contractor and particular focus on liaising with relevant Authorities and overseeing wayleave applications
Co-ordination with other disciplines to resolve engineering issues during design development, review and check processes - to ensure design packages meet the relevant health, safety and environmental standards
Discussions with support engineers and designers regularly on scope, man-hours and schedule
Participate in the technical reviews and progress review of projects.
Undertaking civil engineering design, review and project management for a wide range of projects including land development, high density retail and other civil infrastructure
Commercial project delivery of a range of projects ensuring timeframes and budgets are met
Provision of specialist design and reporting expertise within a multi-disciplinary office
Management of client relationships on allocated projects including developers and contractors
Tertiary qualifications in Civil Engineering coupled with at least five years' experience within a consulting environment
Significant experience within the NSW market, ideally within the residential and commercial land development sector
Well-developed interpersonal skills to develop, maintain and enhance client relationships
Undertaking civil engineering design, review and project management for a wide range of projects including land development, road infrastructure, high density retail and other civil infrastructure
Manage a team of engineers / designers / drafters
Ability to communicate confidently and professionally with all levels of staff and clients
Technical management of junior staff
Undertake design reviews and checking
Be self-motivated and able to work both independently and as part of teams
The ability to work to time and cost budgets
A willingness to work with Clients and their project teams
Identify and input to activities in support of the wider business objectives that may draw upon skills in addition to those outlined above
Support Team Leader in work winning including representing the business at networking evets, preparing bids and tenders and establish, maintain and develop relationships with existing and prospective internal and external clients.

Requirement:
Bachelor's degree in Civil Engineering or related field
Minimum of 5 years of experience in construction project management
Strong knowledge of construction materials, methods, and regulations
Excellent communication and leadership skills
Ability to manage multiple projects simultaneously
Proficiency in project management software and tools
Experience in managing large-scale construction projects
Ability to read and interpret blueprints and construction plans
Knowledge of budgeting and financial management
Experience in managing and supervising construction teams
Strong problem-solving and decision-making skills",support engineer
89,INTELLECT RESOURCES PTE. LTD.,Desktop Support Engineer,"SIM LIM TOWER, 10 JALAN BESAR 208787",Full Time,Professional,2 years exp,Information Technology,"$1,800to$2,000",Monthly,6 applications,Closing on 24 Mar 2024,"We are currently in search of a Desktop Support Engineer to provide technical assistance to our clients. Your primary responsibilities will revolve around the installation, upgrading, and troubleshooting of hardware and software systems.

If you possess a solid comprehension of computer systems and derive satisfaction from aiding end users, we encourage you to apply. This role necessitates a problem-solving mindset and the capacity to offer clear technical guidance. Proficiency in remote troubleshooting techniques is also vital.

Ultimately, your objective will be to ensure prompt and accurate customer service, thereby elevating client satisfaction.

Primary Responsibilities:
- Addressing user tickets concerning hardware, software, and networking issues
- Assisting users in the installation of applications and computer peripherals
- Employing targeted questioning techniques to effectively diagnose problems
- Handling user inquiries related to hardware, software, and networking
- Providing users with straightforward, step-by-step instructions
- Conducting remote troubleshooting as necessary
- Experimenting with alternative approaches until issues are resolved
- Customizing desktop applications to meet user requirements
- Recording technical problems and their solutions
- Escalating unresolved issues to higher-level support personnel
- Following up with clients to verify system functionality
- Reporting customer feedback and potential product requests
- Contributing to the development of technical documentation and manuals",support engineer
90,MKI IT SOLUTIONS (ASIA PACIFIC) PTE. LTD.,Desktop Support Engineer,Islandwide,Full Time,Junior Executive,2 years exp,Information Technology,"$3,000to$3,800",Monthly,22 applications,Closing on 17 Apr 2024,"[Expected Job Scope]
Providing day to day Deskside Service operation for Multinational Enterprise and its related group company at different locations. (Onsite Support such as PC, iPhone, Network access, Video conference system including Audio Visual, IP phone, MFP, Windows OS, and PC Application, Office365 application, etc.)
Communicate with end user and strong analytical to trouble shoot issue independently and escalate issues to Level 2 engineer, related vendor or personnel.
Perform end user training for new user devices and tools when requested especially staff onboarding process.
Maintain regular IT asset management, hardware, software inventory control and maintenance programs.
Perform routine health check, system monitoring and system report on system endpoints for the programs such as endpoint security protection, backup operations.
Prepare basic standard knowledge base, manual documentation, FAQ
Be willing to think and initiatively to propose the user solution and liaise issues with co-working vendors, and customers
Support company for project implementation activities
Other ad-hoc task related to IT

[Necessary IT Skill and Experience]
Windows 10 OS, and basic application support (MS Office 365, Adobe Acrobat, etc.)
Basic Active Directory user ID administration and Microsoft Office Admin (Azure AD) portal knowledge (user account management, create user profile, assign email, etc.)
MS office 365 troubleshooting knowledge
Shared File server /MS SharePoint Online / OneDrive knowledge
Hands-on troubleshoot PC and Laptop via onsite or remote tool (Zoho Assist)

[Preferred business Skill/Experience]
At least 2 years end user IT support environment background
Have experience supporting company executives and Expat management environment.
Be familiar with System admin operation (ID creation, asset management, staff onboarding, etc.)
Enterprise security operation (End client security, ID management, etc.)
Capable to use Ticketing system for user support and Case tracking, troubleshooting (Service Now, ServiceDesk+ etc.)
Ability to work closely with business users (including senior management) to assess potential risks and to propose solution for risk mitigation, proactively. Perform daily, weekly, and monthly reviews and analyses of current progress with Team Leader and Management
Documentation work for end user training, team reporting (PowerPoint, Excel, Word, to prepare documents such as user manual, flowchart documents etc.)
End user communication with good attitude/ User oriented communication
Vendor communication. Liaise with vendors to perform issues troubleshoot
Team communication (Work with Application Team, Network Team, Global Tokyo Team)
Time commitment, Punctual business attendance
Good communication capability with business end users

[Others]
Working Location: Working from Multi locations of Customers' Offices (West, Central - transportation claimable)
Start date: April 2024 (negotiable)
Probation period: 3 months
Working hours: 8:15am to 17:45pm (including 1hour lunch break) or such hours as the Employee deems necessary, Monday to Friday exclude Singapore Public Holiday
Over Time: Occasionally if ad-hoc urgency requested (Off in Lieu provided for ad-hoc night shift or PH/Weekend shift)",support engineer
91,MAKINO ASIA PTE LTD,Manufacturing Engineer (Mechanical),2 GUL AVENUE 629649,"Permanent, Full Time",Executive,1 year exp,"Engineering, Manufacturing","$3,000to$6,000",Monthly,3 applications,Closing on 18 Apr 2024,"Key Responsibilities:
Provide sustaining Engineering support to CNC machinery assembly process
Support manufacturing/assembly process improvement
Support failure analysis and cost reduction through value engineering activities
Support all process validation activities
Design and prepare the necessary fixture/toolings for production usage purpose
Setup and maintain Bill of Material (BOM) and process routing in SAP
Prepare process manual and check sheet for production usage
Support engineering activities to improve manufacturing operation key performance indicators such as quality, waste, efficiency
Maintain and ensure systems and procedures are in compliance with ISO, Regulatory and housekeeping requirements
Plan and execute activities with other department to ensure common goals are met
Performs design and development engineering assignments related to activities for equipment and systems layouts in plant and production facilities.
Support new product introduction (NPI) and product transfer to China/India
Follow the workplace safety and health system, safe work procedures or safety rules implemented at the workplace.
Job Requirements:
Diploma / Degree in Mechanical / Manufacturing Engineering or related discipline
Proficiency in Microsoft Word, Excel, PowerPoint
Proficiency in Solidworks, SAP, SQL, Share Points, DWG Editor is a plus.
Able to lead, motivated, driven and good communication skills
A team player with a sense of responsibility and urgency
Good interpersonal and communication skills.
Experience in CNC Machinery assembly process and automation will be advantageous
Experience in fixture/jig design, hands on and new technology introduction will be advantageous
Entry level are welcomed to apply, training provided
Singaporeans only",support engineer
92,NETPOLEON SOLUTIONS PTE LTD,Support Engineer,"BIZTECH CENTRE, 627A ALJUNIED ROAD 389842","Permanent, Full Time",Executive,2 years exp,Information Technology,"$3,000to$4,000",Monthly,5 applications,Closing on 13 Apr 2024,"Primary Functions:
Customer Support: Respond to customer inquiries and technical issues through various channels such as phone, email, chat, or ticketing system. Provide prompt and courteous assistance, ensuring customer satisfaction and a positive support experience.
Troubleshooting and Issue Resolution: Investigate and diagnose technical problems reported by customers or internal users. Use your technical knowledge and problem-solving skills to troubleshoot software, hardware, network, or application-related issues and provide effective solutions.
Technical Documentation: Create and maintain detailed documentation of support processes, troubleshooting procedures, and frequently asked questions (FAQs). Contribute to the knowledge base to facilitate self-service support for customers and enhance the efficiency of the support team.
Collaboration with Internal Teams: Collaborate with other teams such as development, quality assurance, and product management to escalate and resolve complex technical issues. Communicate effectively with stakeholders to provide timely updates on issue resolution progress.
Product Testing and Feedback: Assist in testing new product features, enhancements, or bug fixes to ensure their functionality and reliability. Provide feedback to the product development team regarding product improvements or potential issues identified during support interactions.
Training and Onboarding: Support new customers or users during the onboarding process by providing guidance, training, and assistance. Help them understand product features, configurations, and best practices to maximize their usage and satisfaction.
Continuous Learning: Stay updated with the company's product offerings, industry trends, and emerging technologies. Continuously enhance your technical skills and knowledge through training, certifications, and self-study.
Service Level Agreement (SLA) Compliance: Adhere to defined SLAs for response times, issue resolution, and customer satisfaction metrics. Ensure that support requests are handled within the agreed-upon timeframes and service standards.
Requirement:
Technical Knowledge: Possess a solid understanding of computer systems, networks, software applications, and troubleshooting methodologies. Firm understanding of TCP/IP, OSI Layer, network security, Internet, DNS, network routing and switching and common protocols.
Communication Skills: Excellent verbal and written communication skills are essential. You should be able to effectively communicate technical concepts to both technical and non-technical users. Active listening skills are important for gathering information and understanding customer issues.
Problem-Solving Abilities: Strong analytical and problem-solving skills are required to identify and resolve technical issues efficiently. You should be able to think critically, perform root cause analysis, and apply logical troubleshooting methods to reach resolutions.
Customer Service Orientation: A customer-centric mindset and a passion for providing exceptional customer service are crucial. You should have the ability to empathize with customers, remain patient and calm during challenging situations, and deliver clear and concise instructions or solutions.
Teamwork and Collaboration: The role of an Associate Support Engineer often involves working closely with cross-functional teams. You should be able to collaborate effectively with colleagues, escalate issues when necessary, and contribute positively to a team-oriented environment.
Technical Documentation: Strong documentation skills are important for creating clear and concise technical documentation, troubleshooting guides, and knowledge base articles. This helps in ensuring consistent and accurate support practices.
Adaptability and Learning Agility: The technology landscape evolves rapidly, so you must be adaptable and quick to learn new technologies, products, and tools. A proactive attitude towards continuous learning and staying up-to-date with industry trends is highly valued.
Service Level Agreement (SLA) Compliance: Adhere to defined SLAs for response times, issue resolution, and customer satisfaction metrics. Ensure that support requests are handled within the agreed-upon timeframes and service standards.
Other Information:
Working hours: 9am to 6pm, Mon-Fri*
Standby Duties after office hours on rotating basis with team members
Salary will commensurate with qualifications and experiences
13-month AWS / Variable bonus
Selected candidates might be selected to pursue these specializations in future:
o Security Awareness
o Defensive Security
o Offensive Security
Training consisting of in-house and vendor-led will be provided. Additional sponsored training available to confirmed staffs subject to performance assessment.
*Support Engineers are required to be on 24x7 standby calls on a rotating basis throughout the year.
Interested candidates, please apply via the “Apply Now” button below.
We regret that only shortlisted candidates will be notified.",support engineer
93,LEGATCY RECRUITMENT PTE. LTD.,Desktop Support Engineer (West Side),Islandwide,"Contract, Full Time",Executive,3 years exp,"Engineering, Information Technology","$2,800to$3,500",Monthly,0 application,Closing on 20 Apr 2024,"The candidate must be proficient in Mandarin, to liaise with Mandarin speaking clients.

Work Experience
• 3 years of experience in desktop support, maintenance, and basic infrastructure/network troubleshooting.
• Knowledge of ITIL processes and practices.
• Basic understanding of infrastructure and network concepts, including TCP/IP, DNS, DHCP, and network protocols.
• Strong technical knowledge of desktop operating systems, applications, and hardware.
• Excellent problem-solving and troubleshooting skills.
• Strong communication and customer service skills.
• Ability to work independently as well as in a team environment.
• Flexibility to work outside of normal business hours, if required.

Education Requirement
• Relevant certifications such as CompTIA A+, Microsoft Certified Desktop Support Technician (MCDST), ITIL Foundation Certification, or basic networking certifications (e.g., CCNA) is a plus.

Working Hours:
Mon to Wed (Pioneer Road - 8am to 5pm)
Thurs to Fri (Macpherson- 8am to 5pm)",support engineer
94,REDWORKZ ENGINEERING (PTE. LTD.),IT Support Engineer,Islandwide,Full Time,Fresh/entry level,1 year exp,Information Technology,"$2,400to$2,800",Monthly,30 applications,Closing on 05 Apr 2024,"- Perform periodic preventive maintenance of IT system, including OS and security patches and updates.
- Perform L1 troubleshooting on IT systems.
- Carry out deployment, relocation & decommission of IT system.
- Liaise with 3rd party or equipment vendors to resolve problems.

- Ability to work independantly and manage own's schedule.
- Required to work at various Client's facilities around Singapore; Non office base job.
- Preferable Nitec / Diploma in IT or Electronics related discipline.",support engineer
95,FUGRO SATELLITE POSITIONING PTE. LTD.,DGNSS Support Engineer,,"Permanent, Full Time",Executive,2 years exp,"Engineering, Repair and Maintenance","$3,300to$3,700",Monthly,1 application,Closing on 12 Apr 2024,"Who we are
Do you want to join our Geo-data revolution? Fugro’s global reach and unique know-how will put the world at your fingertips. Our love of exploration and technical expertise help us to provide our clients with invaluable insights. We source and make sense of the most relevant Geo-data for their needs, so they can design, build and operate their assets more safely, sustainably and efficiently. But we’re always looking for new talent to take the next step with us. For bright minds who enjoy meaningful work and want to push our pioneering spirit further. For individuals who can take the initiative, but work well within a team.

Summary of Position:
Provides engineering and field support for Fugro Satellite Positioning services and related products.

About the role:
Tests GNSS equipment and related products received from manufacturers.
Tests GNSS antenna systems.
Prepares test setups for monitoring of signal quality.
Maintains test equipment and tool sets.
Maintains test documentation.
Maintains service documentation for all FSP equipment.
Provides technical support as required.
Provides field support as required.
Fault finds / repaired returned failed products from customers.
Undertakes installation of FSP equipment / systems on customer’s marine / DP vessels.
Maintains installation documentation.
Key Performance Areas:
Quality Assurance:
Compliance with all requirements of the company Business Management System
Health, Safety & Environment
Observes HSE procedures and reports potential hazards to the HSE Manager.
Customer Support:
Responds in a timely and courteous manner to requests for client service and assistance.
Operations:
All jobs completed accurately and in a timely manner.
About you:
At least diploma in Electronic Engineering or similar or two years related experience and/or training or equivalent combination of education and experience.
Extensive knowledge of RF and Microwave receiver systems.
Understanding of electronic assembly process
Understanding of DGPS/GPS systems.
Must have basic electronic hardware, software and networking awareness.
Must be able to undertake frequent business travel (at short notice when required).
What we offer
Competitive salary with Annual Wage Supplement
Generous paid-leave
Career & training opportunities (international opportunities possible)
Company shuttle from various pick-up at MRT stations across Singapore
Collective health insurance and outpatient benefits;
Employee Assistance Programme (EAP) to provide help when you need extra support.
Additional benefits: Long Service Awards, Professional Membership, Weekly fitness-related activities, etc)
**Benefits may vary according to position/contract/grade level.
Our view on diversity, equity and inclusion
At Fugro, our people are our superpower. Their variety of viewpoints, experiences, knowledge and talents give us collective strength. Distinctive beliefs and diverse backgrounds are therefore welcome, but discrimination, harassment, inappropriate behaviour and unfair treatment are not. Everybody is to be well-supported and treated fairly. And everyone must be valued and have their voice heard. Crucially, we believe that getting this right brings a sense of belonging, of safety and acceptance, that makes us feel more connected to Fugro’s purpose ‘together create a safe and liveable world’ – and to each other.

How to apply
Please include your latest resume in the application.
Please describe your working rights in Singapore (work pass sponsorship is subject to quota and availability).
We regret to inform that we will only process applications made via our Careers website (and other linked portals) and only shortlisted applicants will be contacted.",support engineer
