index,company_name,job_title,job_location,job_employment_type,job_seniority,job_experience_level,job_industry,job_salary_range,job_salary_frequency,job_post_start_date,job_post_close_date_list,job_description,original_job_title
114,SYNAPXE PTE. LTD.,Cloud Data Engineer,6 SERANGOON NORTH AVENUE 5 554910,Permanent,Professional,5 years exp,Information Technology,"$5,000to$9,000",Monthly,46 applications,Closing on 29 Mar 2024,"We’re looking for a highly-driven and motivated Data Engineers for our Health Insights team in Singapore In this role, you will be using the big data in the public healthcare, to analyse, design and develop data analytics solutions that provide strategic insights to improve decision-making in Singapore healthcare system You will then implement & deploy your solutions, and work with the team to maintain and support these complex data platforms

If you are looking for a dynamic environment and to work with projects that use data to make a difference in our public healthcare system, this is the right place for you

1.1.1 Responsibility:

Communication:
(a) Build strong relationships with Project Managers and Business Intelligence Analysts to understand business requirements and use cases for data products
(b) Identify issues, gather information from various sources, and translate essential business needs into technical specification that are used as reference for data product design

Functional & Technical Expertise:
(a) Regular use of leveraging common data management tools, such as Informatica, SAP BODS, MS-SQL SSIS to design and develop the data models for use by Business Intelligence Analysts, Data Scientists and Analysts to speed up the development of data products
(b) Integrate the data models on common BI tools, such as Tableau and/or OBIEE to assist the Business Intelligence Analysts to design and develop business reports and/or dashboards
(c) Regular use in any of the various BI standard languages such as SQL, Python, C#, Java, VBA etc
(d) Possess superior organisation skills to be able to assist in end-to-end data product development with production development, conducting system integration/user acceptance testing etc
(e) Be a steward of good data practices - robust documentation (ie: metadata), versioning, playbooking, processes, and knowledge sharing
(f) Ability to work with the team to support the maintenance of data platforms

Innovation:
(a) Develop good working knowledge of available technology capabilities and how and where to deploy them
(b) Evaluate potential technical solutions and make recommendations to resolve data issues especially on performance assessment for complex data transformations and long running data processes

1.1.2 Requirement:
(a) Degree/Diploma in Computer Science/ Engineering, Information Technology/ System or equivalent
(b) Minimum 5 years of experience in design, develop, deploy, and maintenance of BI solutions
(c) Equipped with key SQL Skillsets on Oracle, Teradata and MS-SQL Server databases
(d) Knowledge and relevant experience in one or more of the following areas:
a. Data visualisation tools such as Tableau, OBIEE
b. ETL tools such as Informatica, SAP BODS, MS-SQL SSIS
c. Data modelling experience
(e) Knowledge in healthcare domain; or exposure to hospital information / clinical dashboard is an added advantage

1.1.3 Cloud Exposure (Foundational Cloud - AWS skills for this role are):
(a) Infrastructure as code (IAC): Cloud formation, terraform
(b) AWS identity and access management, integration with active directory
(c) Familiarity with security and access control measures to control privileged access to test and production environment
(d) Version control: AWS code commit
(e) Jupyter/Sagemaker notebooks
(f) AWS workspaces
(g) EMR/Spark clusters
(h) Certification in AWS Cloud Practitioner or AWS Architect
Good to have
(a) Experience in networking technologies such as WAN, LAN, Network Security, Firewall rules, Load Balancers, VPNs and DNS
(b) Knowledge of disaster recovery, system backup and restore
(c) Automation of deployments, test workflows, container management, config mgmt
(d) Troubleshooting connectivity and data transfer issues",cloud engineer
115,APAR TECHNOLOGIES PTE. LTD.,Lead Consultant – AWS Cloud Engineer,"SGX CENTRE II, 4 SHENTON WAY 068807",Contract,Professional,6 years exp,Information Technology,"$9,500to$14,000",Monthly,16 applications,Closing on 29 Mar 2024,"Lead Consultant – AWS Cloud Engineer
Experienced AWS Cloud Engineer profile having experience with EC2, Provisioning, Virtualization knowledge.
Responsibilities
• Develop and Maintain AWS Cloud Services in accordance with Security and Standards.
• Write solution design documents.
• Present the solution definition documentation to Architecture review council.
• Design architecture for high availability and security-first approach.
• Design architecture for sizing / scalability and performance.
• Remediate any availability, regulatory or performance-related operational deficiencies.
• Notify Client of changes to and adoptions of new cloud technology.
• Remain current in the knowledge and use of cloud technology, virtualization, compute, storage, and management products.
• Overall Good Experience in Infrastructure and Operations
• Good Experience in Cloud Architecture and Engineering services
• Hands on experience with AWS cloud native services
• Hands on experience with AWS container services
• Experience with Agile and DevOps concepts
• Strong communication and written skills
• Experience creating technical architecture documentation.
• Hands on experience Architecting and Designing solutions on AWS.
• Knowledge of security controls for the public cloud (encryption of data in motion/rest and key management)
• Knowledge of Linux and Windows containers
• Experience with Open Source Cloud and configuration management tools (Terraform Ansible, etc.)
• Experience with alternate cloud providers (e.g. Azure)
• Experience in the Manufacturing industry
• Bachelor’s degree
• Knowledge of AWS products and services: EKS, S3, SQS, SNS, Cloud Watch, Elastic Cache, Kinesis, Cloud Trail, KMS, WAF, Guard Duty, IAM, Lambda, Connect, RDS
• Knowledge of Azure products and services: Azure AD, VM, BLOB, Key Vault, Log Analytics, Monitor, Azure Databases (SQL, PostgreSQL, MySQL), Key Vault, Security Center, Activity log
Qualifications we seek in you!
Minimum Qualifications
• Bachelor's Degree required. Preferably in Computer Science, Information Systems, or related field
Preferred Qualifications/ Skills
• Very good written and presentation / verbal communication skills with experience of customer interfacing role. In-depth requirement understanding skills with good analytical and problem-solving ability, interpersonal efficiency, and positive attitude.


EA License No: 11C4879 / Registration ID : R1218583
Apar Technologies Pte Ltd, Singapore",cloud engineer
116,APAR TECHNOLOGIES PTE. LTD.,Infrastructure AWS Cloud Engineer,"SGX CENTRE II, 4 SHENTON WAY 068807",Contract,Senior Executive,5 years exp,Information Technology,"$9,000to$13,000",Monthly,11 applications,Closing on 31 Mar 2024,"JD:
What you’ll do
Own the infrastructure build & deploy lifecycle; drastically reduce build, deploy & rollback times while simultaneously reducing risk and exposure.
Assist to transform legacy infrastructure to a modern scalable service-based system.
Build global solutions with remote teams and workers.
Work closely with internal customers to deliver infrastructure based solutions - An excellent communicator, with the ability to simplify key messages, present compelling stories and promote technical and personal credibility with internal and external stakeholders.
Who you are
Minimum 5+ years as Senior System/Infra Engineer in data center infrastructure experiences with a strong knowledge in various Microsoft enterprise stack (Server OS, AD, ADFS, DFS, GPO, DNS, DHCP, etc) and Linux administration.
Minimum 3+ years track record of successfully delivering large-scale project with AWS cloud services stack.
Strong experience with various cloud and on-premises virtualization platform such as Microsoft Hyper V, VMware vSphere/vSAN. AWS, OCI.
Good scripting skill in Powershell, Python and other DevOps automation toolkit.
Ability to multitask and work independently or with global teams in fast paced environment.
Faster learner with strong troubleshooting and root cause analysis abilities.
Project management skill and excellent in verbal and written communication.
Bilingual in English and Mandarin.

EA License No: 11C4879 / Registration ID : R1218583
Apar Technologies Pte Ltd, Singapore",cloud engineer
117,TRINITY CONSULTING SERVICES PTE. LTD.,Cloud Support Engineer,Islandwide,Full Time,Executive,3 years exp,Information Technology,"$3,000to$6,000",Monthly,18 applications,Closing on 07 Apr 2024,"· Degree / Diploma in Electrical / Electronic / Computer Engineering / Information Systems or related discipline with minimum 3 relevant experience
· At least 1 year technical hands-on experience on AWS Cloud and/or Redhat Enterprise system implementation and support
· Certification as an AWS or equivalent Cloud Computing Engineer is preferred. Certification in Linux System is an added advantage
· Good knowledge in AWS architecture, network infrastructure, Active Directory, Linux Servers; hands-on experience on OS patching and hardening.",cloud engineer
118,INNOVATIVE CONSULTING PTE. LTD.,Cloud Engineer (Junior),Islandwide,"Contract, Full Time",Executive,1 year exp,Information Technology,"$3,500to$5,200",Monthly,39 applications,Closing on 14 Apr 2024,"Responsibilities:
- Proficient in implementation, management and troubleshoot AWS Technologies, ECS, EKS.
- Proficient in Operating System such as AWS Linux, Red Hat Enterprise Linux.
- Maintain, Manage and Monitor Cloud Infrastructure.
- Resolve IT infrastructure issues.
- Proactive handling of project and supporting project implementation.
- Create high-quality technical documentation.
- Support out of hours work if schedule requires.
- On-board new Cloud technologies, challenge existing implementation in a professional and constructive manner.
- Engage in Cloud security activities.
- Comply with ITSM/ITIL methodologies in day to day operations of IT Infrastructure.
Requirements:
- Resourceful and self-driven individual with sense of urgency and commitment.
- Strong analytical and troubleshooting skills.
- Ability to work effectively in a fast paced implementation environment.
- Strong analytical and troubleshooting skills.
- Ability to work effectively in a fast paced implementation environment.
- At least 1 year of Cloud working experience or in the related field is required for this position.
- Knowledge of Cloud security tools like Checkpoint, Security Hub, GuardDuty, AWS Detective.
- Candidate must possess at least a Bachelor's Degree, Professional Degree, Engineering (Computer) or equivalent.
Technical Skills:
- Operating Systems: Red Hat, AWS Linux
- Build Tools/CI/Virtual: AWS DevOps, Jenkins
- Containers Environment: Docker, Kubernetes, ECS, EKS
- Cloud Technologies: Amazon Web Services
- Automation/Scripting Languages: Terraform, Ansible, Shell Scripting, Python
- Databases: MySQL
Professional Certifications:
- AWS Certified Solutions Architect - Associate (SAA)
- Red Hat Certified Engineer or related Linux certifications
- Relevant Cloud Security certificates",cloud engineer
119,STAR CAREER CONSULTING PTE. LTD.,Cloud & Security Engineer,Islandwide,"Contract, Full Time",Executive,4 years exp,Information Technology,"$6,000to$9,000",Monthly,1 application,Closing on 18 Apr 2024,"Responsibilities:
Design, deploy, manage, and maintain the network infrastructure for cloud-based systems.
Configuring and maintaining network devices such as routers, switches, firewalls, load balancers, and VPN.
Monitoring the performance of the cloud network and identify any potential issues like setting up monitoring tools and alerts, analyzing network traffic, and working with other teams to troubleshoot issues.
Implementing security measures to ensure that the cloud network is secure by implementing security measures such as firewalls, access controls, and intrusion detection and prevention systems.
Collaborating with other members of the team, including developers, system administrators, and security analysts to ensure that the cloud network is working effectively.
Regularly review existing services, participating in training programs, and keeping abreast of new emerging technologies.
Requirements:
Any AWS / Azure / GCP/ CCNA or equivalent certification and knowledge will be advantageous.
Experienced in handling Cloud and Security administration.
Ability to conduct research into cloud networking solutions, connectivity requirements, cloud-to-cloud and cloud-to-on premise
Resourceful, with strong problem-solving skills and ability to work in a high-functioning team as well as independently
Diploma / Degree in IT with proven technical knowledge and expertise.
4 years of Cloud and Security design/implementation experience.

We respect your privacy and all communication will be treated with confidentiality.
If you have meet the job requirements that we are looking for or wish to find out more on this role, please contact us or apply in-confidence to us with your updated resume in MS Words format to : kelvin@starcareerconsulting.com

*Only shortlisted candidate will be notified.

Lee Soo Hong (Reg. No. R1872625)
STAR CAREER CONSULTING PTE. LTD
EA License: 20C0353",cloud engineer
120,ITCONNECTUS PTE. LTD.,Senior Cloud Network Engineer,Islandwide,Contract,Professional,5 years exp,Information Technology,"$7,000to$9,000",Monthly,1 application,Closing on 30 Mar 2024,"Hands on Experience in Cloud is must
Good knowledge and Work Experience in Networking & Security is must.
Managing of Security devices like Checkpoint and Palo Alto Firewalls.
Knowledge on data center network including Cisco Nexus switches.
Knowledge on load balancer like F5 BIG IP (LTM and GTM).
Managing of Servers; AAA, SNMP, Syslog, NTP, DHCP, FTP, DNS, AAA, DNS and DHCP
Managing of Cisco Routers ISR/ASR Series and Switches Catalyst 6500,4500,3750,2960 & 3560 Series
Significant exposure to 802.1x, TACACS+ and Radius.
Experience in managing Wireless Environment with WLAN Controller.
Responsible for day to day Operations and administration on data center network & security infrastructure.
Perform Installation, configuration and maintenance of network equipment and network operating System
Responsible for security, particularly trouble shooting and/or debugging network related problems.
Good Knowledge troubleshooting, problem identification, problem resolution and/or resolution recommendation activities to  first- and second-level teams.
Perform maintenance of the network authorization infrastructure as well as network backup system.
Maintains inventory of equipment and parts as well as documentation of vendor activates.
Develop and documents systems standards for computer and network device.
Recommend and schedule repairs to the LAN/WAN and ensure timely user notification of maintenance requirements and effects on system availability.
Strong networking background and experience, with the ability to do troubleshooting of both access control and network related problems.
Troubleshoot networks, system, and applications to identify and correct malfunction; other operational difficulties and provide telephone and internal users.
Preferably with one of the given Certification - CCNA/CCNP or a Firewall Certifications.
Ready to work in shifts",cloud engineer
121,SEARCH INDEX PTE. LTD.,IT Cloud Security Engineer (MS Azure Exp),Islandwide,"Permanent, Full Time",Executive,3 years exp,"Consulting, Engineering, Information Technology, Risk Management, Security and Investigation","$3,500to$6,000",Monthly,0 application,Closing on 22 Apr 2024,"IT / Cyber Security Exp
Azure Cloud Security
Project Management
Job Scope:
To deploy, configure and fine-tune security policies and configuration, and perform threat hunting to proactively response to potential cyber threats
To configure security incident response workflow
To manage cloud resources through the security posture management as defined by the Microsoft Cloud Security benchmark
Manage and operate the IT Security Protection System including liaison with Maintenance Contractor to address technical & security issues and Health Checks
Manage and investigate Events of Interests and security vulnerabilities, to identify early indicators and work with the respective team to address them
Facilitate and support on Cyber Security Incident management and response
Enforce IT Security Policy compliance including assessment of security posture of the organisation’s IT assets and recommending appropriate measures and controls to mitigate security threats within the organisation
Assist in IT audits and follow-up with the respective Risk Owners to remediate audit findings
Review and enhance IT security policies, procedure and documentations with respect to industry standards and best practices
Facilitate, plan and conduct Cyber Security Awareness Training, including Cyber Security Exercises
Any other ad-hoc duties as assigned
Requirements:
Possess a Degree in IT / Information Security or related discipline
Possess minimum 3 years of working experience in Cyber Security field
Good knowledge in Cyber Security Management, IT Compliance and/or Risk Management
Ability to configure security incident response workflow using Microsoft Azure Sentinel
Hands on experience on managing cloud resources through the security posture management as defined by the Microsoft Cloud Security benchmark
Hands-on experience with Windows or Linux OS
Familiar with ISO27001 and/or PCI Data Security Standards
Hands-on experience on Microsoft Azure Cloud Security technologies (MS Sentinel, MS Defender for Cloud...etc) as well as other Enterprise Security Appliances; such as Privileged Access management & Vulnerability Management tools
Familiar with modernised A.I and SecOps tool
Possess good project management and report writing skills
Excellent analytical, communication and written skill
Able to work under pressure and tight timeline
Team player who is able to work independently
Be on standby for any critical security alerts and incident management after office hours
To apply please click on the APPLY NOW button or email your resume with the following details inside your resume for faster processing:

• Reason for leaving each past & current employment
• Salary drawn for each past & current employment
• Expected Salary
• Earliest availability date

We regret only shortlisted candidates will be notified. By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration.

Yoong Poh Feng
EA License | 14C7092
EA Registration Number | R1105076",cloud engineer
122,AVENSYS CONSULTING PTE. LTD.,Cloud Data Engineer,"VERTEX, 33 UBI AVENUE 3 408868",Contract,Executive,5 years exp,Information Technology,"$5,000to$10,000",Monthly,9 applications,Closing on 28 Mar 2024,"Avensys is a reputed global IT professional services company headquartered in Singapore. Our service spectrum includes enterprise solution consulting, business intelligence, business process automation and managed services. Given our decade of success we have evolved to become one of the top trusted providers in Singapore and service a client base across banking and financial services, insurance, information technology, healthcare, retail, and supply chain.
We are currently looking to hire Cloud Data Engineer (AWS, Databricks, and Informatica IDMC)
This is an exciting opportunity to expand your skill set, achieve job satisfaction and work-life balance. More details as below.
Responsibilities:
A Cloud Data Engineer specializing in AWS, Databricks, and Informatica IDMC is responsible for building and maintaining a robust, integrated, and governed data infrastructure that leverages the strengths of the analytics platforms to extract valuable insights from data while ensuring data security, compliance, and high-quality data management.
· Design and architect data storage solutions, including databases, data lakes, and warehouses, using AWS services such as Amazon S3, Amazon RDS, Amazon Redshift, and Amazon DynamoDB, along with Databricks' Delta Lake. Integrate Informatica IDMC for metadata management and data cataloging.
· Create, manage, and optimize data pipelines for ingesting, processing, and transforming data using AWS services like AWS Glue, AWS Data Pipeline, and AWS Lambda, Databricks for advanced data processing, and Informatica IDMC for data integration and quality.
· Integrate data from various sources, both internal and external, into AWS and Databricks environments, ensuring data consistency and quality, while leveraging Informatica IDMC for data integration, transformation, and governance.
· Develop ETL (Extract, Transform, Load) processes to cleanse, transform, and enrich data, making it suitable for analytical purposes using Databricks' Spark capabilities and Informatica IDMC for data transformation and quality.
· Monitor and optimize data processing and query performance in both AWS and Databricks environments, making necessary adjustments to meet performance and scalability requirements. Utilize Informatica IDMC for optimizing data workflows.
· Implement security best practices and data encryption methods to protect sensitive data in both AWS and Databricks, while ensuring compliance with data privacy regulations. Employ Informatica IDMC for data governance and compliance.
· Implement automation for routine tasks, such as data ingestion, transformation, and monitoring, using AWS services like AWS Step Functions, AWS Lambda, Databricks Jobs, and Informatica IDMC for workflow automation.
· Maintain clear and comprehensive documentation of data infrastructure, pipelines, and configurations in both AWS and Databricks environments, with metadata management facilitated by Informatica IDMC.
· Collaborate with cross-functional teams, including data scientists, analysts, and software engineers, to understand data requirements and deliver appropriate solutions across AWS, Databricks, and Informatica IDMC.
· Identify and resolve data-related issues and provide support to ensure data availability and integrity in both AWS, Databricks, and Informatica IDMC environments.
· Optimize AWS, Databricks, and Informatica resource usage to control costs while meeting performance and scalability requirements.
· Stay up-to-date with AWS, Databricks, Informatica IDMC services, and data engineering best practices to recommend and implement new technologies and techniques.
Requirements / Qualifications
· Bachelor’s or master’s degree in computer science, data engineering, or a related field.
· Minimum 5 years of experience in data engineering, with expertise in AWS services, Databricks, and/or Informatica IDMC.
· Proficiency in programming languages such as Python, Java, or Scala for building data pipelines.
· Evaluate potential technical solutions and make recommendations to resolve data issues especially on performance assessment for complex data transformations and long running data processes.
· Strong knowledge of SQL and NoSQL databases.
· Familiarity with data modeling and schema design.
· Excellent problem-solving and analytical skills.
· Strong communication and collaboration skills.
· AWS certifications (e.g., AWS Certified Data Analytics - Specialty, AWS Certified Data Analytics - Specialty), Databricks certifications, and Informatica certifications are a plus.
Preferred Skills:
· Experience with big data technologies like Apache Spark and Hadoop on Databricks.
· Knowledge of containerization and orchestration tools like Docker and Kubernetes.
· Familiarity with data visualization tools like Tableau or Power BI.
· Understanding of DevOps principles for managing and deploying data pipelines.
· Experience with version control systems (e.g., Git) and CI/CD pipelines.
· Knowledge of data governance and data cataloguing tools, especially Informatica IDMC.
WHAT’S ON OFFER
You will be remunerated with an excellent base salary and entitled to attractive company benefits. Additionally, you will get the opportunity to enjoy a fun and collaborative work environment, alongside a strong career progression.
To submit your application, please apply online or email your UPDATED CV in Microsoft Word format to preethi@aven-sys.com. Your interest will be treated with strict confidentiality.
CONSULTANT DETAILS
Consultant Name: Preethi Kanthappan
Reg No: R1765546
Avensys Consulting Pte Ltd
EA Licence 12C5759
Privacy Statement: Data collected will be used for recruitment purposes only. Personal data provided will be used strictly in accordance with the relevant data protection law and Avensys' privacy policy.",cloud engineer
123,LITE-ON SINGAPORE PTE. LTD.,"Senior / Principal Cloud, Edge Software Engineer","NEW TECH PARK, 151 LORONG CHUAN 556741","Permanent, Full Time",Executive,5 years exp,"Engineering, Sciences / Laboratory / R&D","$5,200to$8,200",Monthly,1 application,Closing on 12 Apr 2024,"Key Responsibilities:
Develop and deploy energy management applications on cloud infrastructure (e.g., AWS, GCP or Azure etc)
Working with databases such as PostgreSQL, NoSQL databases, and search engines such as MongoDB, Cassandra, and Elasticsearch
Integrating field devices working on different industrial protocols such as Modbus, OPCUA, IEC104
Handling and integrating different components in cloud computing infrastructure and platforms.
Benchmarking the developed solutions among different cloud platform tools.
Development of necessary APIs for energy management applications
Cloud Security development
Requirements:
Experience of designing scalable solutions with proficiency in use of data structures and algorithms
Capability to architect highly scalable edge implementation using open-sourced tools
Min. 5 years of hands-on programming experience with Python, JavaScript, Golang, or equivalent
Strong understanding of RESTful API design practices
Strong understanding of SQL, NOSQL database modelling, and query optimization
Experience in troubleshooting in a production environment
Understanding of container-based deployment
Experience in a cloud-based environment with PaaS & IaaS
Familiar with IOT protocols and tools such as MQTT, KAFKA etc will be a plus.
AWS, GCP, Azure IOT runtime experience
Capability to architect highly scalable distributed data pipelines using open-sourced tools and big data technologies such as Hadoop, HBase, Spark, Storm, and ELK
Desirable – Deployment practices on AWS, GCP, Azure
Desirable – Knowledge in energy management systems, micro-grids
A bachelor’s in computer science, computer engineering or equivalent",cloud engineer
124,SCIENTEC CONSULTING PTE. LTD.,DevOps Engineer | AWS Cloud | Terraform,Islandwide,"Permanent, Full Time",Executive,3 years exp,Information Technology,"$5,000to$7,500",Monthly,8 applications,Closing on 06 Apr 2024,"DevOps Engineer

Working Location: Central
Working Hours: Office hours (Hybrid Working Arrangements)
Remuneration Package: Up to $7,500 + AWS + Variable Bonus

We have a great opportunity for a talented and self-motivated DevOps Engineer to join our team. You will work together in a team that are responsible for automated deployments, ensuring highest reliability and scalability processes for serving the needs from different departments.

Roles and Responsibilities
Collaborate with various teams that includes Development/Infra/Products to ensure successful delivery, maintenance planning and correction of build errors.
Day-to-day monitoring, backup, deployment and maintenance of systems
Develop/build/maintain continuous integration/deployment (CI/CD) pipelines and automated testing to support high quality software build in a continuous build/deploy environment (Jenkins Pipeline/Library)
Writing scripts/programs for service monitoring and health check of systems
Automate and build up scalable systems/environment using latest technologies (e.g. Kubernetes) with infrastructure-as-code and GitOps strategy
Automate security hardening in testing, deployment and production setup based on industrial best practices
Provide technical insights for the design and implementation of solutions.
Promote a Dev Ops culture through building relationships with Development & Operations and driving enhancements to the end-to-end release process (workstation to production).
Continuously identifying new tools, ideas to improve whole process of Production systems.
Strong self learning ability, motivation to work on new Technologies.
Any other duties assigned by the Team Lead/Solution Architect
Requirements
Degree in Computer Science or equivalent with 5 years of relevant experience in the below
areas:
Ability to troubleshoot problems and solve abstract issues during system administration.
Experience with load balancing setup for TCP/IP, HTTP, DNS, routings.
Experience in documentation for manuals, guides, troubleshooting and system design.
Experience in computing platforms such as AWS/AliCloud/GCP/Azure (e.g. AWS: EC2, RDS, ELB, EFS, ELK, ElasticCache, S3, VPC, Glacier, IAM, CloudWatch, KMS, AMK, EKS)
Experienced with building and setting up high velocity and reliable CI/CD pipeline using tools/platforms such as Jenkins, Gitlab, Nexus, Maven, Spinnaker
Knowledge on Quality Tools and Management tools like Sonar and Jira
Proficiency with containers and cloud orchestration tools such as Docker, Kubernetes
Proficiency with systems that support Infrastructure-as-Code ideals, such as Ansible AWX/Tower, RunDeck, Chef, Terraform, Puppet, Cloudformation and so on
Familiarity with deployment of application performance monitoring (APM), Jeager, Open Tracing, App Mesh, AWS X-ray
Hands on in depth experience in some of the following technologies:
Vault/Grafana/Prometheus/Keycloak
Ability to automate repeatable processes via scripts (e.g. via Terraform, bash, Powershell, Ruby, JS, Python, Groovy, etc.)
Excellent experience with system administration (Ubuntu/Debian)
Experienced with the latest DevSecOps orchestration tools, designing DevSecOps environment and Docker containers which are application-centric rather than component- specific
AWS certification will be an added advantage
Good to have experience with micro-services and event-driven systems (e.g. Kafka)
Recognise, troubleshoot and resolve and system issues without supervision.
Self-starter with the ability to appropriately priorities and plan complex work in a rapidly changing environment.
Excellent spoken and written communication skill, and interpersonal skills
If you are excited with this opportunity and enjoy making things happen, do apply now!

OR

Email your updated resume to: spat(at)scientecpersonnel.com by quoting ""J43922"" in your email subject for faster processing.
All job applications will be processed with strict confidence and only shortlisted candidates will be contacted.

Aloysius Tan Sheng Rong - R22110441
ScienTec Consulting Pte Ltd - 11C5781",cloud engineer
125,WSH EXPERTS PTE. LTD.,Cloud Assistant Lead Engineer (IT Operations & Vendor Management),29 MAYO STREET 208315,Full Time,Professional,5 years exp,"Engineering, Information Technology","$7,800to$8,500",Monthly,5 applications,Closing on 14 Apr 2024,"Responsibilities
Responsible for day-to-day operational activities to ensure optimum system performance and determine the system strategy for business continuity.
Responsible for daily system health checks and proactive incident reporting.
Support new operation initiatives and to drive development of system integration, acceptance, performance management practice and performance testing.
Work with different stakeholders to perform technical support for any TRUST incident or request.
Support infrastructure services either on premise, hybrid, or public cloud environment to support systems by working closely with different stakeholders.
Responsible for ensuring backup solution for data and system are operational state
Support for any application/platform and security incidents, work with various internal teams and vendors to resolve issues on a timely basis to meet SLA.
Responsible for tracking and maintaining asset inventory to ensure all asset are accounted for.
Ensure that Standard Operation Processes (SOPs) are properly documented and complies with audit requirements.
Requirements / Qualifications
Degree in Computer Science/Engineering, Information Technology, or in relevant disciplines.
Added advantage with AWS Certification - working experience in Cloud-based services, IT operations and vendor management.
Proactive and dedicated individual with multi-tasking capabilities
Working knowledge of and experienced in Public Agency IT/System environment is preferred.
Familiar with cloud-based services such as Government Commercial Cloud (GCC), AWS and/or Azure.
Familiarity with security and access control measures to control privileged access to test and production environment.
Experience in networking technologies such as WAN, LAN, Network Security, Firewall rules, Load Balancers, VPNs and DNS,Knowledge of disaster recovery, system backup and restore.
Certification in AWS SysOps is a plus.",cloud engineer
126,LITE-ON SINGAPORE PTE. LTD.,"Principal / Master Cloud, Edge Software Engineer","NEW TECH PARK, 151 LORONG CHUAN 556741","Permanent, Full Time",Senior Executive,8 years exp,"Engineering, Sciences / Laboratory / R&D","$8,200to$11,000",Monthly,3 applications,Closing on 12 Apr 2024,"Key Responsibilities:
Develop and deploy energy management applications on cloud infrastructure (e.g., AWS, GCP or Azure etc)
Working with databases such as PostgreSQL, NoSQL databases, and search engines such as MongoDB, Cassandra, and Elasticsearch
Integrating field devices working on different industrial protocols such as Modbus, OPCUA, IEC104
Handling and integrating different components in cloud computing infrastructure and platforms.
Benchmarking the developed solutions among different cloud platform tools.
Development of necessary APIs for energy management applications
Cloud Security development
Requirements:
Experience of designing scalable solutions with proficiency in use of data structures and algorithms
Capability to architect highly scalable edge implementation using open-sourced tools.
8+ years of hands-on programming experience with Python, JavaScript, Golang, or equivalent
Strong understanding of RESTful API design practices
Strong understanding of SQL, NOSQL database modelling, and query optimization
Experience in troubleshooting in a production environment
Understanding of container-based deployment
Experience in a cloud-based environment with PaaS & IaaS
Familiar with IOT protocols and tools such as MQTT, KAFKA etc will be a plus.
AWS, GCP, Azure IOT runtime experience
Capability to architect highly scalable distributed data pipelines using open-sourced tools and big data technologies such as Hadoop, HBase, Spark, Storm, and ELK
Desirable – Deployment practices on AWS, GCP, Azure
Desirable – Knowledge in energy management systems, micro-grids
A bachelor’s in computer science, computer engineering or equivalent",cloud engineer
