,Unnamed: 0,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review,pro_score,con_score,rating_score,weighted_score,work_life_and_flexibility_job_aspect_score,career_development_and_learning_job_aspect_score,compensation_benefits_and_security_job_aspect_score,culture_and_environment_job_aspect_score,management_and_communication_job_aspect_score,diversity_and_inclusion_job_aspect_score,employee_engagement_and_satisfaction_job_aspect_score,operational_efficiency_and_resources_job_aspect_score,innovation_and_strategic_vision_job_aspect_score,global_impact_and_social_responsibility_job_aspect_score,job_position_category
363,0,Accenture,,3.0,Good company,Software Engineer,Singapore,Good wl balance and mangement,No cons for this company,0.4404,-0.296,0.0,0.03610000000000001,,,,,,,,,,,software_engineer
366,0,Accenture,,3.0,Depends on Team,Senior Pega Developer,Singapore,Unlimited leave that is subjected to your leads approval (they usually dont approve long leaves of like 10 days),"The project is built by people with no pega experience (they are only sent for training and then are expected to build a project from scratch). This resulted in a lot of refactoring due to poor development on the initial stages Leads and BAs are all relatively young with little to no experience. Therefore, the conveyed requirements are always insufficient or lacking with poor planning. Client requirements are everchanging which could result in a huge change in logic. There were only like 2-3 seniors where each senior are expected to guide 10 people each. Finishing your work early or on time is just rewarded with more work if you are efficient and good. People with poorer skills are usually left with little to no work because the BAs or lead rather give the efficient employer to do it.",0.6597,0.296,0.0,0.238925,,0.296,,,,,,,,,software_engineer
367,0,Accenture,,4.0,Good company,Front End Developer,Singapore,Good benefits and compensation. Learned a lot here,Work life balance maybe difficult at times,0.6705,-0.3612,0.5,0.327325,-0.3612,,0.6705,,,,,,,,software_engineer
369,0,Accenture,,5.0,Good,Senior Software Engineer,Singapore,It was a decent experience,Work life balance could be improved,0.0,0.4767,1.0,0.619175,0.4767,,,,,,,,,,software_engineer
370,0,Accenture,,3.0,So so,Software Engineer Associate,Singapore,High pay for a diploma,Unfortunately no overtime is given,-0.1027,-0.5574,0.0,-0.165025,-0.5574,,-0.1027,,,,,,,,software_engineer
371,0,Accenture,,5.0,Best company,Software Engineer,Singapore,"""Work life balance is good and on site opportunities are there if you stay for atleast 2 years","""Salary will be less for bps process hikes and promotion are way ahead thats all nothing to add",0.6705,0.0,1.0,0.667625,0.6705,,0.0,,,,,,,,software_engineer
372,0,Accenture,,5.0,Competitive Salary,Senior Software Engineer,Singapore,Salary is increased accordingly every year.,Work Life balance may be a problem depending on the role or project.,0.2732,-0.4019,1.0,0.467825,-0.4019,,0.2732,,,,,,,,software_engineer
373,0,Accenture,,1.0,No work life balance,Senior Software Developer,Singapore,Unlimited PTO annual and good benefits for permanent employee.,Some projects can require you to work overtime for more than 5 months,0.6705,0.0,-1.0,-0.332375,,,0.6705,,,,,,,,software_engineer
374,0,Accenture,,1.0,depends on project you are assigned to,Software Engineer,Singapore,good hr support and leave benefits,largely foreigners in the project I was assigned to. They felt threatened by singaporean I guess. Not very helpful on the job,0.7906,-0.6756,-1.0,-0.47125,,,0.7906,,,,,,,,software_engineer
375,0,Accenture,,4.0,Good company to work on latest technologies,Application Developer Specialist,Singapore,Good support and lots of latest technologies to learn,"no work life balance, extended work hours",0.6808,-0.296,0.5,0.3462,-0.296,,,,,,,,,,software_engineer
376,0,Accenture,,3.0,Senior Software Engineer,Senior Software Engineer,Singapore,its a good company to work in,it pays less sometimes frustating,0.4404,0.0,0.0,0.1101,,,0.0,,,,,,,,software_engineer
377,0,Accenture,,4.0,Trade Offs,Data Engineer,Singapore,- structured progression (especially at lower levels) - lots of learning,- long working hours - lack of ability to freely rotate around projects,-0.296,0.4404,0.5,0.2861,,-0.296,,,,,,,,,data_scientist_or_analyst
378,0,Accenture,,4.0,Overall ok,Data Engineering Manager,Singapore,Good pay compensates the pain,Hectic schedule for work many times,-0.2023,0.0,0.5,0.199425,,,-0.2023,,,,,,,,data_scientist_or_analyst
379,0,Accenture,,3.0,Good company,Associate Software Engineer,Singapore,Compensation is reasonable. Work life balance is reasonable.,Nothing to say about it now.,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,software_engineer
380,0,Accenture,,3.0,Accenture SG services,Associate Software Engineer,Singapore,Flexible working hours Positive Working environment,Long hours and unrealistic deadlines,0.6705,0.0,0.0,0.167625,,,,,,,,,,,software_engineer
381,0,Accenture,,3.0,Accenture,Senior Front End Developer,Singapore,"insurance and benefits are good, includes married LGBT couples insurance package",some projects have really bad managements,0.6705,-0.5849,0.0,0.021400000000000002,,,0.6705,,-0.5849,,,,,,software_engineer
383,0,Accenture,,3.0,50/50,Senior Software Engineer,Singapore,High Salary but not worth it.,"Stress, Heavy Work, No work life balance. Low bonus, even if you work hard for the whole year. They expect you to work on weekend to complete tasks. Also, be careful they will give you PIP /PIP lite if you have slight conflict with your manager or anything that not likable from him/her. If you tied you up with this, then you will receive no bonus.",-0.2498,-0.34,0.0,-0.14745,-0.34,,-0.5898,,,,,,,,software_engineer
384,0,Accenture,,2.0,depends on project,Senior Software Engineer,Singapore,"no so bad for starter, could learn a lot","If assigned with wrong project, then it is gonna be hard.",-0.7178,-0.5423,-0.5,-0.565025,,,,,,,,,,,software_engineer
385,0,Accenture,,3.0,Average,Quality Assurance Analyst,Singapore,Great colleagues to work with. There is work-life balance.,"The client is always right mentality, which can't be helped due to the company's nature. There is a distinct hierarchy culture where you cannot speak directly to the big bosses or HR; you must go through your team lead. This job is not for bold and direct people. At this point, there's not much progression.",0.6249,-0.2924,0.0,0.083125,0.6249,-0.2924,,-0.2924,,,,,,,qa_automation_tester
386,0,Accenture,,5.0,WHF as usual,Cloud Transformation & Migration Manager,Singapore,WHF as usual style of Accenture,Short communication of team and management,0.0,0.0,1.0,0.5,,,,,0.0,,,,,,cloud_engineer
387,0,Accenture,,4.0,Salary,Software Engineer,Singapore,Good benefits and leave benefits,Long working hours expected for projects,0.7845,0.0,0.5,0.446125,,,0.7845,,,,,,,,software_engineer
388,0,Accenture,,3.0,Competitive,Senior Android Developer,Singapore,Salary is competitive and pair with the market rate.,Get ready to meet the toxic client,0.1779,0.3612,0.0,0.134775,,,0.1779,,,,,,,,software_engineer
390,0,Accenture,,5.0,Great benefits,Software Engineer,Singapore,"Unlimited vacation leave, health insurance",Long working hours Weekend works and overtime without pay,-0.0516,0.0762,1.0,0.50615,,,0.024600000000000004,-0.0516,,,,,,,software_engineer
391,0,Accenture,,5.0,good benefits,Senior Applications Developer,Singapore,"unlimited leave policy, other benefits",nothing much / career growth may be slow,0.34,-0.2924,1.0,0.5119,,-0.2924,0.34,,,,,,,,software_engineer
392,0,Accenture,,5.0,Career Opportunitites,Software Engineer,Singapore,Good working environment Career Opportunities The compensation received is higher compared to others,Stress at times Might need to work at client sites Might need to work extra hours,0.6705,-0.4215,1.0,0.56225,,,0.6705,,,,,,,,software_engineer
394,0,Accenture,,5.0,Good company,Software Engineering Specialist,Singapore,Have option to buy stock at 15% discount price for Accenture employees upto 10% of salary.,Several hierarchy levels Struggling to adopt to agile,0.0,-0.2732,1.0,0.4317,,,0.0,,,,,,,,software_engineer
396,0,Accenture,,2.0,Poor administration on employee wellbeing,Senior Applications Developer,Singapore,leave policy is good ( especially maternity leave ),"Some of the projects are poorly managed with unrealistic timelines. Had to work every weekend to cover up and meet the task deadline. Poor work-life balance. Management doesn't pay much attention to employees' opinions or to projects that have poor timeline management even if the resignation rate is high. After your resignation, you won't get a proper response from the HR or payroll team if you have any queries or clarifications. I had a bad experience of getting an inappropriate expense deduction from my final pay. Even after several emails with proper CCing of the responsible people in the mail, it was not settled.",0.3612,-0.8809,-0.5,-0.379925,-0.8809,,-0.8809,,-0.8809,,,,,,software_engineer
397,0,Accenture,,4.0,N.A.,Software Engineering Manager,Singapore,"Latest tech, closely knitted teams",Very stressful work place and projects,0.0,-0.5563,0.5,0.110925,,,,,,,,,,,software_engineer
398,0,Accenture,,3.0,Stressful,Web Developer,Singapore,Maybe the salary but that's also debatable,Stressful to work here. Toxic hustle culture.,0.0,-0.5106,0.0,-0.12765,,,0.0,-0.5106,,,,,,,software_engineer
400,0,Accenture,,5.0,Lovely company,Quality Assurance,Singapore,"Kind, inclusive bosses and colleagues",The job might not stable if its project base job,0.5267,-0.2235,1.0,0.5758,,,,,,,,,,,qa_automation_tester
401,0,Accenture,,5.0,Company review,Qaulity Assurance Tester,Singapore,- Good leadership - Nice people - Work life balance,- Company is big so people are different on different project. - Job security for project base job,0.6908,0.34,1.0,0.7577,0.6908,,0.34,,0.6908,,,,,,qa_automation_tester
402,0,Accenture,,4.0,Good,Software Engineering New Associate,Singapore,"fulfilling, nice mentors and colleagues to guide you through.","stressful. many OTs. fast paced. but fulfilling. leave system is by hours, quite weird. difficult to track how many hours to take.",0.4215,-0.8228,0.5,0.149675,,,,,,,,,,,software_engineer
403,0,Accenture,,5.0,Good benefits,Senior Applications Developer,Singapore,Employee welfare is good Base pay is reasonable,"no cons, everybody is very nice and helpful",0.3612,0.6068,1.0,0.742,,,0.3612,,,,,,,,software_engineer
404,0,Accenture,,4.0,Not bad lots to learn,Software Engineer,Singapore,Lots to learn from company regardless which project,"High pressure and workload, OT is common",0.0,-0.296,0.5,0.176,,,,,,,,,,,software_engineer
405,0,Accenture,,5.0,It's a good company with good people,Software Developer,Singapore,great people and great company culture.,No downside to be very honest.,0.8481,0.101,1.0,0.737275,,,,0.8481,,,,,,,software_engineer
406,0,Accenture,,4.0,Good Company,Senior Software Engineer,Singapore,Good compensation and work load,Organisation is very large and finding right resources or manager is hard,0.4404,-0.1027,0.5,0.334425,,,0.4404,,,,,-0.1027,,,software_engineer
407,0,Accenture,,1.0,Poor Poor Poor,Software Engineer,Singapore,Business model may work well in environments that are well diversify. Its a pro yes but definitely not in places where you have obvious dominated clients.,Business model does not work well here. May work well in environments that are well diversify. However in this current environment where it is much controlled by the same group of clients.. Poorly managed and almost all being dominated. When they need you they squeeze you dry.. When they do not need you happily kick you off with ending in less than a month notice. Poorly managed. Poor career progression also as promotions and bonuses are so poorly done.,0.7579,-0.7065,-1.0,-0.48714999999999997,,-0.7065,-0.7065,,,,,,,,software_engineer
408,0,Accenture,,4.0,Good environment,Senior Applications Developer,Singapore,"Good environment to learn, challenging environment but good for growth. Honest review from supervisors and career counselling.","A lot of pressure, no work life balance",0.9319,-0.5267,0.5,0.3513,-0.5267,,,,0.9319,,,,,,software_engineer
409,0,Accenture,,5.0,working at software engineer associate,Software Engineer Associate,"Tampines New Town,",+ Team members were nice and encouraging + I was lucky my manager was nice + competitive pay,+ ot culture is evident +,0.9022,0.0,1.0,0.72555,,,0.9022,0.0,,,,,,,software_engineer
413,0,Accenture,,5.0,Nice place to work and learn,Software Engineer Lead,Singapore,Accenture is a great place for new joiners to learn and pick up certain business-related skillset.,Projects would be crazy but worthy to dedicate.,0.7351,0.4854,1.0,0.805125,,,,,,,,,,,software_engineer
414,0,Accenture,,5.0,Great starting place for fresh grad,Data Engineer,Singapore,"- Opportunity to join multiple project in different industry - If you are lucky and get the right team, the learning opportunities are immense - Great branding for future branching out",- Long work hours - Some team leaders can be nasty and cause high attrition,0.926,-0.5574,1.0,0.59215,,0.926,,,,,,,,,data_scientist_or_analyst
416,0,Accenture,,5.0,Great place to start,Software Engineer,Singapore,You can learn many things here and get to connect with many types of people.,"Not recognized for your efforts, benefits are quite little",0.0,0.3818,1.0,0.59545,,,0.3818,,,,,,,,software_engineer
418,0,Accenture,,4.0,Good,Software Engineer,Singapore,Recommended at least can have great career ahead,24/7 working no more Work life Balance,0.7096,-0.296,0.5,0.3534,-0.296,,,,,,,,,,software_engineer
419,0,Accenture,,3.0,3/5,Senior Software Developer,Singapore,1.) Good Benefits 2.) Pay is ok,1.) I don't like the people in my project but depends on the project.,0.743,-0.1419,0.0,0.150275,,,0.743,,,,,,,,software_engineer
420,0,Accenture,,5.0,Great place for internship,Software Developer Intern,Singapore,Hybrid work office Flexible bosses and leadership Fun environment MacOS Dev Environment,"Projects can take up to 3/4 years to complete Have to meet clients expectation, not users.",0.6369,0.0,1.0,0.659225,,,,,0.6369,,,,,,software_engineer
421,0,Accenture,,4.0,Best place to work,Senior IOS Developer,Singapore,"Global company, Competitive salary, Well managed work life balance",Some times feels less competitive HR things take little longer than small organization.,0.4215,0.1045,0.5,0.3815,0.4215,,0.4215,,,,,,,,software_engineer
422,0,Accenture,,4.0,Very good,Data Engineer Consultant,Singapore,Good salary benefits and insurance coverage,Nothing much.Sometimes too much work depending on client.,0.6705,0.0,0.5,0.417625,,,0.6705,,,,,,,,data_scientist_or_analyst
423,0,Accenture,,4.0,Deliver and deliver,Software Engineering Senior Analyst,Singapore,Learn how to deliver more features within an x amount of time ASAP,No time given to explore for innovation n growth,0.0,0.4588,0.5,0.3647,,0.4588,,,,,,,,,software_engineer
424,0,Accenture,,4.0,Accenture,Software Developer,Singapore,- Great exposure - good office location (not project),- work life balance is worst,0.7906,-0.6249,0.5,0.291425,-0.6249,,,,,,,,,,software_engineer
425,0,Accenture,,4.0,Good Company,DevOps Lead,Singapore,Lot of good projects to work. Can work on all latest and trending technologies.,None to mention from my experience.,0.4404,0.0,0.5,0.3601,,,,,,,,,,,dev_ops_engineer
427,0,Accenture,,5.0,Software Engineer,Software Engineer,Singapore,- a lot of learning opportunity,- sometimes work can be daunting,0.4215,0.0,1.0,0.605375,,,,,,,,,,,software_engineer
428,0,Accenture,,5.0,Great Place to learn and work,Senior Software Engineer,Singapore,Great working culture . Team is very supportive. lots of learning opportunities for junior analysts,-- - - - -,0.8479,0.0,1.0,0.711975,,0.8479,,0.8479,,,,,,,software_engineer
429,0,Accenture,,4.0,Flexible working,Front End Developer,Singapore,Admin and HR is very helpful during onboarding on covid period,So far there have nothing special to share.,0.4754,-0.4847,0.5,0.24767499999999998,,,,,,,,,,,software_engineer
430,0,Accenture,,5.0,Good,Software Developer,Singapore,Process followed is good and meet industry standards,Depends on the project you end up,0.4404,0.0,1.0,0.6101,,,,,,,,,,,software_engineer
432,0,Accenture,,5.0,"Good benefits, friendly culture. Reasonable deadlines",Software Engineering Senior Analyst,Singapore,"Flexible hours, task driven work. Depends largely on your team though.",Hours can be long if you don't manage time well.,0.2263,-0.2057,1.0,0.50515,0.2263,,,,,,,,,,software_engineer
434,0,Accenture,,2.0,"Hire thousands, Fire thousands",Applications Developer,Singapore,Good learning opportunities Diversity Good staff benefits,"Disorganized Company doesn't reflect its values, though it claimed so. Filled with FTs who has differing opinions and scared lose mentality Ambiguous hiring criteria for successful candidates Discrimination against disability Exposure to opportunities and growth depends on project",0.875,-0.015,-0.5,-0.035,,0.875,0.875,,,0.875,,,,,software_engineer
435,0,Accenture,,5.0,Good place to stay,Software Engineer,Singapore,"nice and helpful people, package is good.",Might need to OT sometimes but depends from person to person.,0.8176,0.0,1.0,0.7044,,,,,,,,,,,software_engineer
436,0,Accenture,,4.0,Good company,Software Engineer,Singapore,Good company Good company Good company,Na Na Na Na Na Na,0.8271,0.0,0.5,0.456775,,,,,,,,,,,software_engineer
437,0,Accenture,,4.0,Nice office,Software Engineer,Singapore,Good environment for fresh grads,"Large organization, feels lost sometime",0.6369,-0.3182,0.5,0.329675,,,,,,,,,,,software_engineer
438,0,Accenture,,3.0,Good company,Applications Developer,Singapore,Cheerful environment even in a stressful situation.,overtime most of the time haha,0.0516,0.4588,0.0,0.1276,,,,,,,,,,,software_engineer
439,0,Accenture,,1.0,"Pathetic work culture,worst management",Senior Applications Developer,Singapore,Easy interview and selection process,- First company to introduce 2 month notice period in Singapore to exploit their employees. - Management cares about their billing with the client more than anything even if it means long hours and no work-life balance for the employees. - Waste a lot of time doing presentation slides for internal meetings. - Management is completely employee unfriendly.,0.4404,-0.6344,-1.0,-0.5485,-0.6344,,,,-0.6344,,,,,,software_engineer
442,0,Accenture,,5.0,SAP HR Consultant,Software Engineer Associate,Singapore,Everyone are nice and willing to help one another.,For me there are downsides to provide,0.6705,0.0,1.0,0.667625,,,,,,,,,,,software_engineer
443,0,Accenture,,1.0,Worst work-life balancing company,Java Software Developer,Singapore,"depend on the project you works on, you may get lucky","The company never thinks about the employees, most probably you have to work in a most unplanned and stressful environment.",0.4215,-0.552,-1.0,-0.532625,,,,,,,,,,,software_engineer
445,0,Accenture,,4.0,Great company for those who aims for career growth,Software Engineering Team Lead,Singapore,- work with team across the globe - training opportunities - great career growth,- can be extremely stressful sometimes. Probably depends on project.,0.8519,-0.5563,0.5,0.32389999999999997,,0.8519,,,,,,,,,software_engineer
446,0,Accenture,,4.0,"Good place to start off a career, bad place if u want work life balance",Software Engineer,Singapore,- Dedicated and friendly young people - Managers are encouraging and willing to teach - Great exposure - different roles and industry for projects - Great corporate culture,"- Crazy working hours - Promotions sometimes is dependant on the months at level, in which affecting the actual promotion for the people who really put in effort. - For the amount of hours u put in, around 60 hrs per week - the amount of pay that you are getting is nuts.",0.9571,-0.6249,0.5,0.33304999999999996,,,-0.6249,0.9571,,,,,,,software_engineer
447,0,Accenture,,2.0,All Pain without Gain,Software Engineer,Singapore,"Once hired, you get to attend a lot of good corporate parties in fancy hotels.As long as we do our job well , we do not have to worry about losing it.","Worked for a client whom I directly reported to and the client submitted great reviews about me. I had no Accenture side manager who had any idea of the kind of technical work that I did for the client. When it was time for my promotion cycle, I had to go on maternity leave , and I got to know later that due to some internal politics they gave preference to some other candidates whose rating was lower than mine under the assumption that I may decide to extend my maternity leave and may not come back after its completion.Also they completely ignored the positive reviews provided by the client and I had to call them up on a weekend to remind them to put the positive feedback in my appraisal as they were unaware of the work I had done as they have never been to my client workplace.",0.7584,0.7457,-0.5,0.126025,,,,,0.7457,,,,,,software_engineer
449,0,Accenture,,3.0,Depends on luck,Software Engineering Senior Analyst,Singapore,Great exposure for new joiner and fresh graduate as he will be exposed to the latest technology and methodology. Everyone has lots of opportunity to learn even though he might not have work-life balance.,"Performance appraisal is based on luck. At the end of the financial year, each will be graded through a banding system whereby your reviewer and counsellor will present your performance at a banding meeting. In my opinion, the grading system is pretty much based on the project revenue and how well your reviewer/supervisor fight for you in the banding meeting as you are graded against peers from other projects also. So, it pretty much depends on luck.",0.836,0.8979,0.0,0.433475,0.836,,,,0.8979,,,,,,software_engineer
450,0,Accenture,,2.0,Unless you want to learn so many things in a short period of time...,Software Engineer,Singapore,"1. a lot of work. A LOT. 2. good place to start if you are a fresh graduate 3. good place to start if you don't have any technical background but want to pick up technical skills. 4. Good benefits (medical benefits, professional magazines subscription, dental allowance etc.)",1. a lot of work. 2. no work life balance 3. high expectations 4. terrible clients (this depends on the project but my clients were so demanding) 5. terrible culture. They will contact you at any time when they need you. They will expect you to put work first before everything else.,0.9398,-0.7783,-0.5,-0.209625,-0.7783,,0.9398,-0.7783,,,,,,,software_engineer
451,0,Accenture,,2.0,Time demanding and unfullfilling work,Associate Software Engineer,Singapore,"Extensive benefits Accenture offers all full-time employee subsidised medical compansation up to 30% of their clinical visits, and subsidised dental consultant. Full-time employees are allowed to visit some tourist attractions for free. High degree of autonomy and job flexible Everyone in the team is given a clear role in the project. They have been held accountable for their own actions, and they are allowed to work on the way they felt right. The company is on more of a 'Result-only work environment', when you can work at your own pace and timing, as long as you met the deadline. The company allow you to enter the company at your own timing as long as it's not overboard. I have worked with developers who only came into work after lunch.","No sense of purpose There is no sense of purpose working in the company. One of the company motto is ' Client Value Creation'. From my understanding Client Value Creation is to advise the client on what is the best for them, and not blindly follow what the clients, and in the end, let the clients suffer with a lousy product. Unattainable goals More often, the project manager sets unrealistic deadline for almost every aspects of the project. At the first start of the project planning, the management has already planned 10 (+/- 1) hours of workload to be completed in a workday, which allowed them to complete the project on-time. With such unattainable goal-setting, employees had to often finding them working overtime daily. Unfair pay compensation More than often, more than half of the employees work overtime more than 40% of their regular working hours for extended period of more than two months annually. There is no overtime pay for all additional hour put in. In additional, the management is not at all appreciative of the employees' overtime effort, instead, the management sees it as a complusory free labour. When comparing the pay structure of the project, almost half of the employees are being paid below the market rate. Closed-minded management Whenever the management encountered problem, they will seek advice from the employees. However, the management will more than often not take the advice, and made their own decision. This make the feedback irrelevant, and slowly, the employee stop giving feedback, as they knew that their feedback will not be taken by the management.",0.9201,-0.837,-0.5,-0.22922499999999998,-0.837,,0.08310000000000006,0.9201,-0.837,,,,,,software_engineer
452,0,Accenture,,4.0,Great place to start your career,Senior Software Engineer/Analyst,Singapore,1- Good learning opportunities in terms of soft skills and technical ones 2- Great peers from whom you can learn a lot 3- Open to letting employees explore new opportunities,"1- You need to ask to get what you want 2- Competitive environment 3- At least in my immediate circumstance, the experience was not meant for someone who would want to maximise their technical skills 4- The hours can be challenging",0.9042,0.4404,0.5,0.58615,,0.9042,,,,,,,,,software_engineer
453,0,Accenture,,4.0,Great place to work at,Senior Software Engineer,Singapore,"New things to learn every day, client facing experience, get to interact with multi functional teams. Great helpful people, open communication environment. Great skills based training are available for employees.","Work life balance can take a hit during months following up to a release, since you are expected to hit the road running, it can be daunting at first.",0.9001,0.0,0.5,0.47502500000000003,0.0,0.9001,,,0.9001,,,,,,software_engineer
454,0,Accenture,,5.0,Great learning experience!,Software Engineer,Singapore,- Professional environment with capable people to learn from as the consultants put in a considerable amount of effort to make sure we get a meaningful experience - Pays relatively well - Excellent brand name,- Long work hours - Pay difference between a software engineer and consultant considering almost the same amount of work scope,0.9001,-0.1027,1.0,0.69935,,,0.7974,,,,,,,,software_engineer
455,0,Accenture,,4.0,"Decent place to start, but not recommended to stay long unless you are a high flyer",Software Engineer,Singapore,- Brand name - Good benefits - Lots of learning opportunities in a structured environment,"- Low salary for software engineering jobs in general, although comparable to other big consulting SIs - Learning opportunities tend to stagnate after a while unless you get to move between different projects, which is rare - Progression limited and highly dependent on relationship with assigned mentor",0.7964,-0.1027,0.5,0.423425,,0.6937,0.6937,,,,,,,,software_engineer
456,0,Accenture,,2.0,Software Engineer,Software Engineer,Singapore,A lot of experience to be gained,"Low salary compared to any where else and other roles. Not appreciated - no recognition. OT is free. Management sees how much OT you do and not whether you are efficient. Fresh grads who joined as software engineers either passion for programming are killed after 1 year and become dead logs, leave the company or change role. Senior management doesn't listen to people below.",0.3818,-0.3641,-0.5,-0.245575,,,-0.3641,,-0.3641,,,,,,software_engineer
457,0,Accenture,,4.0,Software Engineering Intern Review,Software Engineer Intern,Singapore,"Pretty Relaxed internship even though I got into a tough projects. Since, they took in many interns, my work was pretty relaxed and I finished everything in 10 weeks in a 12 week internship. Learnt VBA and SDLC processes and real life environment in software engieering",Not the most challenging environment. Could have more intern engagement.,0.9062,0.3854,0.5,0.5729,,,,,,,0.3854,,,,software_engineer
458,0,Accenture,,4.0,Sell your life,Software Engineer,Singapore,"Lots of leaning opportunity with good starting pay and good benefits. Working with great people, with processes in place are to help reporting and analyzing easier.",Working hours is long throughout the year. Weekend work are needed also. Often have to give up time with family and friends to fulfill business needs.,0.9607,0.7184,0.5,0.669775,,,0.9607,,,,,,,,software_engineer
459,0,Accenture,,4.0,"Reputable Company, but be prepared to work long hours",Software Developer,Singapore,"Good reputation, career stepping stone Work hard, Play hard culture Employee Share Options",Can lack work life balance Not very competitive salary increments / bonuses,0.6908,0.1444,0.5,0.4588,0.1444,,0.1444,0.6908,,,,,,,software_engineer
460,0,Accenture,,3.0,Steep Learning Curve for People who like Challenges,Software Engineer,Singapore,Working in Accenture allows you to constantly gain new experience and clear career path,No payment for overtime works. Your satisfaction purely depends on what project you are working in and the management of that project.,0.7184,0.1779,0.0,0.22407500000000002,,,0.1779,,0.1779,,0.1779,,,,software_engineer
461,0,Accenture,,3.0,Great culture and working environment but SE are lowball,Software Engineer Analyst,Singapore,"Culture, people and free pantry is always good(project)","SE base salary is low in comparison to other roles for H&PS. It feels like they do not see the value in SE and do not know the crucial role it plays in a project. If you're offered an SE position, rethink about joining.",0.5106,0.0936,0.0,0.15105000000000002,,,0.0936,0.5106,,,,,,,software_engineer
463,0,Accenture,,4.0,Low compensation,Senior Software Engineer,Singapore,"for fresh graduates, it is a good company to join as there will be many thing to learn given the fast pace.",bonus is low and everyone get almost similar. increment is really little as well and the pay in overall is not competitive enough if compared to the market.,0.7506,0.3751,0.5,0.531425,,,0.3751,,,,,,,,software_engineer
464,0,Accenture,,3.0,have been in this company for 2 years,Associate Software Engineer,Singapore,"good reputation, when you leave from this company you can easily find the next one","long working hours, boring projects. sometime don get chance to learn a lot",0.6249,-0.0772,0.0,0.136925,,,,,,,,,,,software_engineer
465,0,Accenture,,4.0,Good Company,Software Engineering Senior Analyst,Singapore,"good working environment, good people, good career opportunities","significant workload, long working hours, hard to get the work-life balance",0.8834,0.1027,0.5,0.496525,0.1027,,,,,,,,,,software_engineer
466,0,Accenture,,1.0,software engineer,Software Engineer,Singapore,- Good brand name - Able to win worthy projects despite economic downturn - Reward and promote those who work hard - Excellent prospect and compensation for those in consulting workforce,"- 'Great' disparity between consulting workforce and other workforces. If you are in other workforce, you get paid much lower, ordered around by consulting people even though you have the same qualifications. - Dont join unless you are offered a position in the consulting workforce.",0.9287,-0.4745,-1.0,-0.38645,,,0.9287,,,,,,,,software_engineer
469,0,Accenture,,5.0,Good,Software Developer II,Singapore,"Expertise in coding, scripting, developing, testing, deploying for application creation and identifying issues and bugs, and devising creative solutions to mitigate and address issues",Demonstrated excellent communication/problem solving/analytical skills while working in cross-functional team environments and with clients from various backgrounds,0.6908,0.5719,1.0,0.8156749999999999,,,,,0.5719,,,,,,software_engineer
471,0,Accenture,,5.0,Software Engineering Intern,Software Engineering Intern,Singapore,- Freedom to discuss ideas with senior colleagues and supervisors - Interns are motivated to learn new technologies on their own - Able to get support from team members whenever you face difficulties,- Long working hours,0.8271,0.0,1.0,0.7067749999999999,,,,,0.8271,,,,,,software_engineer
472,0,Accenture,,3.0,Senior Software Engineer,Senior Software Engineer,Singapore,Many things to learn. Good for freshers.,Below market average when comes to Salary.,0.4404,0.0,0.0,0.1101,,,0.0,,,,,,,,software_engineer
473,0,Accenture,,5.0,Great career starter,Software Engineering Senior Analyst,Singapore,"Supportive and helpful colleagues, challenging but feasible work","Long hours, work on Saturdays, some teams are more well-managed than others",0.4215,0.0,1.0,0.605375,,,,,,,,,,,software_engineer
474,0,Accenture,,3.0,good to start with. not for long term,Cloud Manager,Singapore,good to start with in a consulting firm before you decide what you want to do,leave it when you know what you want to. cannot stay focus,0.4939,0.0258,0.0,0.129925,,,,,,,,,,,cloud_engineer
476,0,Accenture,,3.0,good place to learn,Senior Software Engineer,Singapore,you can gain a lot of experience by exposing to various projects,you may not always get the chance to do what you want to do even you have related experience,0.3182,0.3182,0.0,0.1591,,,,,,,,,,,software_engineer
479,0,Accenture,,4.0,-,Software Engineer,Singapore,"Accenture is overall a good company to work with"" The policies of the company complements to employee satisfaction.",Work life balance; benefit package not as competitive as with other company,0.7003,0.3574,0.5,0.514425,0.3574,,,,,,0.7003,,,,software_engineer
481,0,Accenture,,3.0,Average,Software Engineering Senior Analyst,Singapore,If you are lucky enough you will get opportunity to work on some great project which allowed you to learn cool and new things.,Company valued presentation skill then technical skills.,0.9001,0.4404,0.0,0.335125,,,,,,,0.4404,,,,software_engineer
482,0,Accenture,,3.0,Good learning experience,Software Engineering Team Lead,Singapore,"Good people, challenging and quality work delivered",Compensation and Work-life balance is not so good,0.5423,-0.464,0.0,0.019574999999999995,-0.464,,-0.464,,,,,,,,software_engineer
483,0,Accenture,,3.0,No worklife balance,Software Engineer,Singapore,Nice pantry and forced to write this review,"no workload balance, very few people doing the ground work yet many 'leads'",-0.0516,-0.296,0.0,-0.08689999999999999,,,,,,,,,,,software_engineer
484,0,Accenture,,4.0,Good culture and meaningful impact in the work that is done,Software Engineer,Singapore,Work that is being done has high and wide impact given the resources available,Limited growth in technical knowledge,0.0,0.1779,0.5,0.294475,,,,,,,,0.0,,,software_engineer
